"Concurso";"Data_Sorteio";"Arrecadacao_Total";"Ganhadores_Sena";"Cidade";"UF";"Rateio_Sena";"Ganhadores_Quina";"Rateio_Quina";"Ganhadores_Quadra";"Rateio_Quadra";"Acumulado";"Valor_Acumulado";"Estimativa_Premio";"Acumulado_Mega_da_Virada"
550;2004-03-31;0;0;NA;NA;0;39;18277;2948;240.88;TRUE;6463630.53;0;0
551;2004-04-03;0;0;NA;NA;0;35;28192.58;3027;324.75;TRUE;8190426.28;0;0
552;2004-04-07;0;0;NA;NA;0;69;14110.09;4299;225.61;TRUE;9894220.21;0;0
553;2004-04-10;0;0;NA;NA;0;42;23814.78;3308;301.22;TRUE;11644606.76;0;0
554;2004-04-14;0;0;NA;NA;0;64;20951.21;4812;27.76;TRUE;20258939.21;0;0
555;2004-04-17;0;1;NA;"PR";23810057.19;152;13350.07;10733;188.35;FALSE;0;0;0
556;2004-04-21;0;0;NA;NA;0;20;14872.57;1699;174.41;TRUE;520539.87;0;0
557;2004-04-24;0;0;NA;NA;0;59;11001.41;3777;17.12;TRUE;1656435.01;0;0
558;2004-04-28;0;0;NA;NA;0;21;26571.46;2000;277.94;TRUE;2632936.06;0;0
559;2004-05-01;0;1;NA;"ES";3707152.54;75;8184.51;4460;137.11;FALSE;0;0;0
560;2004-05-05;0;0;NA;NA;0;44;16215.47;2585;274.97;TRUE;6433069.85;0;0
561;2004-05-08;0;0;NA;NA;0;32;31342.98;2743;364.27;TRUE;8188276.67;0;0
562;2004-05-12;0;0;NA;NA;0;117;8271.95;5150;187.22;TRUE;9881959.48;0;0
563;2004-05-15;0;0;NA;NA;0;90;13541.69;6007;202.12;TRUE;12014774.5;0;0
564;2004-05-19;0;0;NA;NA;0;46;25392.82;4446;261.73;TRUE;20397765.64;0;0
565;2004-05-22;0;0;NA;NA;0;57;29241.27;6804;244.04;TRUE;23314582.63;0;0
566;2004-05-26;0;0;NA;NA;0;176;11334.45;13032;152.49;TRUE;26805592.27;0;0
567;2004-05-29;0;0;NA;NA;0;69;37888.61;5787;450.05;TRUE;31380642.06;0;0
568;2004-06-02;0;0;NA;NA;0;457;7802.44;24931;142.48;TRUE;37620642.34;0;0
569;2004-06-05;0;1;NA;"RJ";46663532.7;434;11906.37;29922;172.04;FALSE;0;0;0
570;2004-06-09;0;0;NA;NA;0;84;18168.1;7539;201.67;TRUE;21431972.38;0;0
571;2004-06-12;0;0;NA;NA;0;69;22294.35;5572;275.04;TRUE;24124014.99;0;0
572;2004-06-16;0;0;NA;NA;0;162;10668.49;9940;173.21;TRUE;27148533.16;0;0
573;2004-06-19;0;0;NA;NA;0;82;25012.22;8272;2.47;TRUE;30737786.41;0;0
574;2004-06-23;0;0;NA;NA;0;162;12609.31;12691;160.35;TRUE;45420567.88;0;0
575;2004-06-26;0;2;NA;"DF,SP";25737016.52;470;7359.84;21660;15.91;FALSE;0;0;0
576;2004-06-30;0;0;NA;NA;0;27;22856.21;1978;310.81;TRUE;1079955.77;0;0
577;2004-07-03;0;0;NA;NA;0;57;15092.9;4579;187.17;TRUE;2585472.5;0;0
578;2004-07-07;0;1;NA;"MG";3982872.62;62;12879.26;3639;21.86;FALSE;0;0;0
579;2004-07-10;0;1;NA;"PB";1175432.13;90;7463.06;5172;129.38;FALSE;0;0;0
580;2004-07-14;0;0;NA;NA;0;56;16168.75;4097;220.17;TRUE;9592944.81;0;0
581;2004-07-17;0;1;NA;"SP";11781320.02;56;22330.36;4429;281.27;FALSE;0;0;0
582;2004-07-21;0;0;NA;NA;0;29;17143.4;1943;254.91;TRUE;870027.37;0;0
583;2004-07-24;0;0;NA;NA;0;36;20218.13;2157;336.16;TRUE;2143769.6;0;0
584;2004-07-28;0;0;NA;NA;0;49;13327.92;3278;198.48;TRUE;8329175.8;0;0
585;2004-07-31;0;1;NA;"MG";10166807.68;124;8468.35;7122;146.89;FALSE;0;0;0
586;2004-08-04;0;0;NA;NA;0;30;15687.92;2162;216.87;TRUE;823615.95;0;0
587;2004-08-07;0;0;NA;NA;0;36;20518.92;2436;302.09;TRUE;2116308.12;0;0
588;2004-08-11;0;0;NA;NA;0;22;29565.71;2088;310.34;TRUE;3254587.92;0;0
589;2004-08-14;0;0;NA;NA;0;152;5926.91;9005;99.66;TRUE;9594559.27;0;0
590;2004-08-18;0;0;NA;NA;0;70;14105.62;5155;190.82;TRUE;11322497.59;0;0
591;2004-08-21;0;0;NA;NA;0;64;18968.95;4448;27.19;TRUE;13447020.1;0;0
592;2004-08-25;0;0;NA;NA;0;60;18664.59;5062;220.39;TRUE;15406801.69;0;0
593;2004-08-28;0;0;NA;NA;0;68;20265.54;5291;259.47;TRUE;17818401.51;0;0
594;2004-09-01;0;0;NA;NA;0;121;11747.7;6444;219.76;TRUE;27956987.94;0;0
595;2004-09-04;0;0;NA;NA;0;89;22736.36;7230;278.82;TRUE;31498176.46;0;0
596;2004-09-08;0;0;NA;NA;0;116;15749.68;6578;276.69;TRUE;34695360.86;0;0
597;2004-09-11;0;0;NA;NA;0;140;21650.75;10021;301.33;TRUE;39999792.49;0;0
598;2004-09-15;0;2;NA;"DF,RS";23179951.19;234;15531.4;19229;188.29;FALSE;0;0;0
599;2004-09-18;0;0;NA;NA;0;65;10375.8;4755;141.31;TRUE;15168219.08;0;0
600;2004-09-22;0;0;NA;NA;0;73;16062.92;4640;251.75;TRUE;17220256.51;0;0
601;2004-09-25;0;0;NA;NA;0;75;18837.59;6002;23.45;TRUE;19692689.9;0;0
602;2004-09-29;0;0;NA;NA;0;95;13988.93;6773;195.47;TRUE;22018349.56;0;0
603;2004-10-02;0;1;NA;"SP";24750883.61;233;6701.5;12565;12.38;FALSE;0;0;0
604;2004-10-06;0;0;NA;NA;0;15;35679.23;1422;374.94;TRUE;8450325.62;0;0
605;2004-10-09;0;0;NA;NA;0;45;23716.98;3980;267.15;TRUE;10318037.87;0;0
606;2004-10-13;0;1;NA;"SP";11878491.65;43;20736.93;3770;235.63;FALSE;0;0;0
607;2004-10-16;0;0;NA;NA;0;48;13506.67;3059;211.14;TRUE;1134560.21;0;0
608;2004-10-20;0;0;NA;NA;0;101;6267.54;5181;121.72;TRUE;2242347.59;0;0
609;2004-10-23;0;0;NA;NA;0;60;13952.24;3994;208.81;TRUE;8804117.7;0;0
610;2004-10-27;0;0;NA;NA;0;62;14911.12;4044;227.75;TRUE;10421973.58;0;0
611;2004-10-30;0;0;NA;NA;0;69;16349.76;4531;248.04;TRUE;12396207.89;0;0
612;2004-11-03;0;0;NA;NA;0;41;22250.05;3389;268.16;TRUE;13992649.1;0;0
613;2004-11-06;0;0;NA;NA;0;108;12259.22;7101;185.76;TRUE;16309642.4;0;0
614;2004-11-10;0;0;NA;NA;0;53;24951.84;4127;319.23;TRUE;25638073.79;0;0
615;2004-11-13;0;0;NA;NA;0;157;11348.03;9780;181.48;TRUE;28755943.65;0;0
616;2004-11-17;0;0;NA;NA;0;90;18187.52;9236;176.56;TRUE;31620478.41;0;0
617;2004-11-20;0;2;NA;"RJ,SP";17791387.59;289;7834.5;17341;130.08;FALSE;0;0;0
618;2004-11-24;0;0;NA;NA;0;86;6312.56;4992;108.34;TRUE;950038.98;0;0
619;2004-11-27;0;0;NA;NA;0;101;7354.06;5924;124.91;TRUE;10960275.81;0;0
620;2004-12-01;0;0;NA;NA;0;87;11707.09;5886;172.39;TRUE;12742680.43;0;0
621;2004-12-04;0;0;NA;NA;0;40;32904.81;3837;341.73;TRUE;15046017.24;0;0
622;2004-12-08;0;0;NA;NA;0;49;24789.92;3560;339.92;TRUE;17171752.86;0;0
623;2004-12-11;0;0;NA;NA;0;124;12236.03;6915;218.59;TRUE;19826970.07;0;0
624;2004-12-15;0;1;NA;"MG";22375180.08;108;13482.59;7284;199.16;FALSE;0;0;0
625;2004-12-18;0;0;NA;NA;0;49;20777.72;4056;250.06;TRUE;9935192.23;0;0
626;2004-12-22;0;0;NA;NA;0;52;21294.16;5096;216.47;TRUE;11872960.59;0;0
627;2004-12-29;0;0;NA;NA;0;112;14270.18;8049;197.82;TRUE;14669915.47;0;0
628;2005-01-05;0;1;NA;"SP";17373966.13;76;20331.21;5510;279.37;FALSE;0;0;0
629;2005-01-08;0;1;NA;"SE";1104456.38;15;42074.53;1865;337.13;FALSE;0;0;0
630;2005-01-12;0;0;NA;NA;0;33;24880.69;2972;275.23;TRUE;8811801.94;0;0
631;2005-01-15;0;1;NA;"PR";10579247.17;46;21955.84;3548;283.58;FALSE;0;0;0
632;2005-01-19;0;0;NA;NA;0;26;19697.02;1962;260.03;TRUE;896214.44;0;0
633;2005-01-22;0;0;NA;NA;0;58;11744.77;3524;192.57;TRUE;2088308.43;0;0
634;2005-01-26;0;0;NA;NA;0;54;11854.27;3752;169.97;TRUE;7789137.3;0;0
635;2005-01-29;0;0;NA;NA;0;58;16456.84;3646;26.08;TRUE;9459506.58;0;0
636;2005-02-02;0;0;NA;NA;0;74;12762.47;3170;296.79;TRUE;11112246.45;0;0
637;2005-02-05;0;0;NA;NA;0;29;38451.69;3560;312.04;TRUE;13063669.53;0;0
638;2005-02-12;0;0;NA;NA;0;65;22677.35;4518;325.03;TRUE;15643218.5;0;0
639;2005-02-16;0;0;NA;NA;0;72;17653.96;5473;231.37;TRUE;25066531.77;0;0
640;2005-02-19;0;0;NA;NA;0;129;14012.81;8094;222.49;TRUE;28229924.76;0;0
641;2005-02-23;0;1;NA;"MG";31923289.19;366;5766.38;20840;100.89;FALSE;0;0;0
642;2005-02-26;0;0;NA;NA;0;28;22758.8;1988;319.34;TRUE;1115180.94;0;0
643;2005-03-02;0;0;NA;NA;0;41;15663.14;2694;237.48;TRUE;2239011.24;0;0
644;2005-03-05;0;0;NA;NA;0;81;10667.36;4433;194.17;TRUE;11328156.7;0;0
645;2005-03-09;0;0;NA;NA;0;39;27310.11;4345;24.42;TRUE;13192071.41;0;0
646;2005-03-12;0;0;NA;NA;0;79;16079.41;6173;2.05;TRUE;15415049.93;0;0
647;2005-03-16;0;1;NA;"SP";17603353.15;50;25009.18;5432;229.34;FALSE;0;0;0
648;2005-03-19;0;3;NA;"MG,RJ,SC";361199.61;139;4454.67;4869;126.69;FALSE;0;0;0
649;2005-03-23;0;0;NA;NA;0;31;15748.23;2156;225.57;TRUE;6720868.06;0;0
650;2005-03-26;0;0;NA;NA;0;29;24322.62;2765;254.15;TRUE;7955241.21;0;0
651;2005-03-30;0;0;NA;NA;0;36;24882.92;4356;204.86;TRUE;9522864.81;0;0
652;2005-04-02;0;0;NA;NA;0;41;27383.54;3874;288.71;TRUE;11487633.94;0;0
653;2005-04-06;0;0;NA;NA;0;74;14994.32;6274;176.18;TRUE;13429397.87;0;0
654;2005-04-09;0;1;NA;"MG";15767596.35;66;20244.14;4745;280.52;FALSE;0;0;0
655;2005-04-13;0;0;NA;NA;0;23;33457.53;2722;281.64;TRUE;7808614.22;0;0
656;2005-04-16;0;0;NA;NA;0;24;42026.73;2623;383.08;TRUE;9573736.75;0;0
657;2005-04-20;0;1;NA;"PR";11354235.39;56;18168.36;3995;253.72;FALSE;0;0;0
658;2005-04-23;0;0;NA;NA;0;31;18418.26;2883;19.73;TRUE;999190.32;0;0
659;2005-04-27;0;0;NA;NA;0;22;27222.16;1390;429.22;TRUE;7004050.46;0;0
660;2005-04-30;0;0;NA;NA;0;58;16751;4204;230.23;TRUE;8704277.05;0;0
661;2005-05-04;0;0;NA;NA;0;64;15130.77;4211;229.09;TRUE;10398923.36;0;0
662;2005-05-07;0;0;NA;NA;0;79;14974.99;5525;213.31;TRUE;12469215.44;0;0
663;2005-05-11;0;0;NA;NA;0;64;17649.82;4020;279.93;TRUE;14445995.2;0;0
664;2005-05-14;0;0;NA;NA;0;74;18450.77;4971;273.62;TRUE;23857740.39;0;0
665;2005-05-18;0;0;NA;NA;0;185;8538.56;10055;156.51;TRUE;26622098.55;0;0
666;2005-05-21;0;0;NA;NA;0;77;26923.37;8122;254.29;TRUE;30250022.18;0;0
667;2005-05-25;0;1;NA;"SP";34263173.55;203;11296.7;15283;149.48;FALSE;0;0;0
668;2005-05-28;0;0;NA;NA;0;53;11007.74;2814;206.54;TRUE;1020967.19;0;0
669;2005-06-01;0;1;NA;"SP";2170216.15;32;20522.3;2427;269.57;FALSE;0;0;0
670;2005-06-04;0;0;NA;NA;0;24;43085.53;2895;355.84;TRUE;10792198.93;0;0
671;2005-06-08;0;0;NA;NA;0;67;16609.7;4259;26.03;TRUE;12739685.49;0;0
672;2005-06-11;0;0;NA;NA;0;54;24277.19;4411;296.08;TRUE;15033880.01;0;0
673;2005-06-15;0;0;NA;NA;0;72;17523.73;4792;26.23;TRUE;17241869.86;0;0
674;2005-06-18;0;0;NA;NA;0;96;16070.11;5586;275.14;TRUE;27769536.63;0;0
675;2005-06-22;0;0;NA;NA;0;67;26180.7;5204;335.79;TRUE;30839224.48;0;0
676;2005-06-25;0;0;NA;NA;0;94;22081.78;7583;272.69;TRUE;34471676.39;0;0
677;2005-06-29;0;0;NA;NA;0;284;8422.82;12803;186.14;TRUE;38657818.81;0;0
678;2005-07-02;0;0;NA;NA;0;115;28311.43;9797;331.07;TRUE;44355495.36;0;0
679;2005-07-06;0;1;NA;"RJ";51890452.61;448;9610.91;22087;19.42;FALSE;0;0;0
680;2005-07-09;0;0;NA;NA;0;188;7276.69;11222;121.45;TRUE;19623257.97;0;0
681;2005-07-13;0;0;NA;NA;0;62;23695.09;5210;280.91;TRUE;22194175.2;0;0
682;2005-07-16;0;0;NA;NA;0;62;25832.17;5647;282.55;TRUE;24996965.62;0;0
683;2005-07-20;0;0;NA;NA;0;79;19666.04;5680;272.49;TRUE;27715795.78;0;0
684;2005-07-23;0;0;NA;NA;0;81;22483.66;7103;255.42;TRUE;40669733.33;0;0
685;2005-07-27;0;1;NA;"SP";44331219.78;347;6029.62;15404;135.32;FALSE;0;0;0
686;2005-07-30;0;0;NA;NA;0;47;15221.72;3901;182.71;TRUE;1251986.54;0;0
687;2005-08-03;0;0;NA;NA;0;28;25839.62;2887;249.66;TRUE;2518128.16;0;0
688;2005-08-06;0;0;NA;NA;0;38;23920.89;2757;328.45;TRUE;4108867.61;0;0
689;2005-08-10;0;0;NA;NA;0;29;30336.11;2998;292.33;TRUE;12298361.58;0;0
690;2005-08-13;0;0;NA;NA;0;90;13225.5;5446;217.74;TRUE;14381378.18;0;0
691;2005-08-17;0;0;NA;NA;0;54;20629.58;3896;284.85;TRUE;16330873.12;0;0
692;2005-08-20;0;0;NA;NA;0;71;18365.13;4995;260.06;TRUE;18612740.26;0;0
693;2005-08-24;0;0;NA;NA;0;152;8909.82;7170;188.18;TRUE;20982752.64;0;0
694;2005-08-27;0;0;NA;NA;0;114;13859.26;7087;22.21;TRUE;31925755.05;0;0
695;2005-08-31;0;0;NA;NA;0;76;22217.91;6333;265.62;TRUE;34880737.54;0;0
696;2005-09-03;0;2;NA;"MA,MG";19251302.49;195;10613.53;10814;190.66;FALSE;0;0;0
697;2005-09-10;0;0;NA;NA;0;27;33337.57;2895;309.74;TRUE;1575200.44;0;0
698;2005-09-14;0;0;NA;NA;0;43;16354.69;3981;175.99;TRUE;2805890.89;0;0
699;2005-09-19;0;0;NA;NA;0;54;16259.09;3752;233.13;TRUE;12141821.41;0;0
700;2005-09-21;0;0;NA;NA;0;53;17991.31;3584;265.04;TRUE;13810515.56;0;0
701;2005-09-24;0;0;NA;NA;0;103;11253.13;5623;205.35;TRUE;15838891.81;0;0
702;2005-09-28;0;0;NA;NA;0;47;22868.49;3663;292.31;TRUE;17719825.24;0;0
703;2005-10-01;0;0;NA;NA;0;123;10767.16;7343;179.68;TRUE;20037455.42;0;0
704;2005-10-05;0;0;NA;NA;0;56;22659.95;5784;218.56;TRUE;29484065.62;0;0
705;2005-10-08;0;0;NA;NA;0;144;11780.58;11514;146.78;TRUE;32452771.1;0;0
706;2005-10-15;0;0;NA;NA;0;282;7866.56;15980;13.83;TRUE;36334914.54;0;0
707;2005-10-19;0;2;NA;"MG,RO";19919975.72;140;14306.28;12461;160.12;FALSE;0;0;0
708;2005-10-22;0;0;NA;NA;0;102;6567.35;5998;111.26;TRUE;1172271.79;0;0
709;2005-10-26;0;0;NA;NA;0;106;5881.47;5202;119.39;TRUE;11276978;0;0
710;2005-10-29;0;0;NA;NA;0;48;21483.28;4608;222.94;TRUE;13081573.14;0;0
711;2005-11-05;0;0;NA;NA;0;79;18118.11;5840;244.16;TRUE;15586402.01;0;0
712;2005-11-09;0;0;NA;NA;0;97;12122.15;5637;207.81;TRUE;17644136.19;0;0
713;2005-11-12;0;0;NA;NA;0;67;20438.81;5838;233.68;TRUE;20040586.54;0;0
714;2005-11-16;0;0;NA;NA;0;113;9766.45;10955;100.36;TRUE;29611134.96;0;0
715;2005-11-19;0;3;NA;"GO,MA,SP,RJ";10825809.33;237;6910.89;13134;124.24;FALSE;0;0;0
716;2005-11-23;0;1;NA;"RJ";945382.75;37;14600.51;2512;214.25;FALSE;0;0;0
717;2005-11-26;0;0;NA;NA;0;68;8956.76;3816;1.59;TRUE;1065855.06;0;0
718;2005-11-30;0;0;NA;NA;0;41;13759.23;2893;194.26;TRUE;2053079.87;0;0
719;2005-12-03;0;0;NA;NA;0;63;12737;3553;2.25;TRUE;8649484.79;0;0
720;2005-12-07;0;0;NA;NA;0;20;45658.99;2606;349.09;TRUE;10247549.36;0;0
721;2005-12-10;0;0;NA;NA;0;99;11025.33;6723;161.75;TRUE;12157688.32;0;0
722;2005-12-14;0;0;NA;NA;0;85;12704.05;5334;201.68;TRUE;14047415.26;0;0
723;2005-12-17;0;0;NA;NA;0;49;25242.04;4000;308.05;TRUE;16211920.28;0;0
724;2005-12-21;0;0;NA;NA;0;102;12537.87;6190;205.82;TRUE;25450246.43;0;0
725;2005-12-31;0;2;NA;"MG,RJ";15815987.63;343;10298.59;20451;172.08;FALSE;0;0;0
726;2006-01-04;0;0;NA;NA;0;35;15459.49;2838;189.94;TRUE;946893.69;0;0
727;2006-01-07;0;0;NA;NA;0;29;25008.46;2688;268.79;TRUE;2216072.86;0;0
728;2006-01-11;0;0;NA;NA;0;81;8575.31;5381;128.59;TRUE;3431622.25;0;0
729;2006-01-14;0;1;NA;"MG";4969519.9;51;17231.34;5041;173.67;FALSE;0;0;0
730;2006-01-18;0;0;NA;NA;0;34;23412.97;2824;280.82;TRUE;9358249.67;0;0
731;2006-01-21;0;0;NA;NA;0;88;11554.63;6659;152.12;TRUE;11137662.34;0;0
732;2006-01-25;0;0;NA;NA;0;65;14610.54;4196;225.48;TRUE;12799611.64;0;0
733;2006-01-28;0;0;NA;NA;0;67;16737.98;5110;218.63;TRUE;14762139.6;0;0
734;2006-02-01;0;1;NA;"MG";16726569.98;58;19354;3984;280.69;FALSE;0;0;0
735;2006-02-04;0;0;NA;NA;0;33;27163.91;3043;293.47;TRUE;7826853.28;0;0
736;2006-02-08;0;0;NA;NA;0;19;47835.6;2190;413.44;TRUE;9417386.79;0;0
737;2006-02-11;0;0;NA;NA;0;65;18730.63;6267;193.54;TRUE;11547995.59;0;0
738;2006-02-15;0;0;NA;NA;0;47;26720.69;4178;299.45;TRUE;13745772.39;0;0
739;2006-02-18;0;0;NA;NA;0;54;25993.77;4723;296.08;TRUE;23305073.75;0;0
740;2006-02-22;0;1;NA;"PR";26132814.65;90;17953.91;6943;231.85;FALSE;0;0;0
741;2006-02-25;0;0;NA;NA;0;23;28453.38;2133;305.65;TRUE;1145248.54;0;0
742;2006-03-01;0;0;NA;NA;0;25;14199;1622;218.02;TRUE;1766454.86;0;0
743;2006-03-04;0;0;NA;NA;0;28;29491.22;2762;297.84;TRUE;3211524.66;0;0
744;2006-03-08;0;0;NA;NA;0;77;10441.97;5387;14.87;TRUE;9937380.49;0;0
745;2006-03-11;0;0;NA;NA;0;134;8604.62;5262;21.83;TRUE;11955163.21;0;0
746;2006-03-15;0;2;NA;"RS,SP";6995681.58;114;10206.52;6686;173.36;FALSE;0;0;0
747;2006-03-18;0;0;NA;NA;0;53;13079.29;4363;158.28;TRUE;1213104.4;0;0
748;2006-03-22;0;0;NA;NA;0;74;9080.42;4519;148.14;TRUE;2389018.77;0;0
749;2006-03-25;0;0;NA;NA;0;31;26214.36;2669;303.33;TRUE;9429097.84;0;0
750;2006-03-29;0;0;NA;NA;0;49;18795.69;3799;241.51;TRUE;11040828.28;0;0
751;2006-04-01;0;0;NA;NA;0;74;15221.68;5579;201.14;TRUE;13012035.71;1.5e+07;0
752;2006-04-05;0;0;NA;NA;0;86;13022.3;6849;16.29;TRUE;14971892.19;0;0
753;2006-04-08;0;1;NA;"BA";17388228.32;152;9083.97;8630;15.94;FALSE;0;0;0
754;2006-04-12;0;0;NA;NA;0;41;14457.22;2827;208.89;TRUE;7463330.98;0;0
755;2006-04-15;0;0;NA;NA;0;41;18319.33;2977;251.35;TRUE;8777742.92;0;0
756;2006-04-19;0;0;NA;NA;0;34;27503.13;3135;297.15;TRUE;10414179.09;0;0
757;2006-04-22;0;0;NA;NA;0;53;17988.72;3448;275.46;TRUE;12082632.69;0;0
758;2006-04-26;0;0;NA;NA;0;74;14352.34;4910;215.49;TRUE;13941260.58;0;0
759;2006-04-29;0;0;NA;NA;0;38;32431.5;2588;47.44;TRUE;22265544.19;0;0
760;2006-05-03;0;0;NA;NA;0;80;16005.08;5517;23.12;TRUE;24506255.18;0;0
761;2006-05-06;0;0;NA;NA;0;100;17175.97;8936;191.48;TRUE;27512048.76;0;0
762;2006-05-10;0;0;NA;NA;0;143;13668.11;10120;19.24;TRUE;30932491.92;0;0
763;2006-05-13;0;0;NA;NA;0;101;23502.31;7655;308.92;TRUE;35086525.19;0;0
764;2006-05-18;0;1;NA;"PA";40539530.9;189;16486.79;15290;203.03;FALSE;0;0;0
765;2006-05-21;0;0;NA;NA;0;62;15552.09;4336;221.54;TRUE;14740248.65;0;0
766;2006-05-24;0;0;NA;NA;0;63;16857.33;4477;236.31;TRUE;16598769.93;0;0
767;2006-05-27;0;0;NA;NA;0;62;20318.55;4419;2.84;TRUE;18803331.88;0;0
768;2006-05-31;0;1;NA;"MG";21024430.31;93;13647.3;6408;197.31;FALSE;0;0;0
769;2006-06-03;0;0;NA;NA;0;49;14382.06;3078;228.08;TRUE;7808149.6;0;0
770;2006-06-07;0;0;NA;NA;0;68;13703.65;5401;171.88;TRUE;9438882.88;0;0
771;2006-06-10;0;0;NA;NA;0;69;15089.83;4559;227.53;TRUE;11260979.64;0;0
772;2006-06-14;0;0;NA;NA;0;66;13476.3;5330;166.25;TRUE;12817492.36;1.5e+07;0
773;2006-06-17;0;0;NA;NA;0;58;16454.7;4919;193.29;TRUE;14487644.71;0;0
774;2006-06-21;0;1;NA;"PA";16319071.08;64;16352.03;4336;240.45;FALSE;0;0;0
775;2006-06-24;0;0;NA;NA;0;30;25559.59;3058;24.98;TRUE;7421108.15;0;0
776;2006-06-28;0;0;NA;NA;0;56;13543.61;3075;245.72;TRUE;8748382.29;0;0
777;2006-07-01;0;0;NA;NA;0;80;10746.73;3943;217.22;TRUE;10252923.38;1.2e+07;0
778;2006-07-05;0;0;NA;NA;0;21;42785.84;1890;47.36;TRUE;11825302.87;0;0
779;2006-07-08;0;0;NA;NA;0;26;39580.32;3127;327.85;TRUE;19016906.07;0;0
780;2006-07-12;0;0;NA;NA;0;43;26754.56;3828;29.94;TRUE;21030186.72;0;0
781;2006-07-15;0;0;NA;NA;0;66;19809.51;5707;228.22;TRUE;23318185.27;0;0
782;2006-07-19;0;0;NA;NA;0;144;9270.41;7533;176.55;TRUE;25654326.84;0;0
783;2006-07-22;0;1;NA;"MT";28244624.32;140;10572.64;8427;174.99;FALSE;0;0;0
784;2006-07-26;0;0;NA;NA;0;27;20363.8;2163;253.24;TRUE;8240695.17;0;0
785;2006-07-29;0;1;NA;"RJ";9770979.43;126;6940.06;6657;130.87;FALSE;0;0;0
786;2006-08-02;0;0;NA;NA;0;19;25700.08;1521;319.83;TRUE;854527.84;0;0
787;2006-08-05;0;0;NA;NA;0;40;16922.47;1955;344.93;TRUE;2039100.64;0;0
788;2006-08-09;0;0;NA;NA;0;62;10763.88;3247;204.75;TRUE;3206981.5;0;0
789;2006-08-12;0;0;NA;NA;0;13;62482.48;1808;447.56;TRUE;9027559.48;0;0
790;2006-08-16;0;0;NA;NA;0;71;11717.34;5884;140.86;TRUE;10483439.1;0;0
791;2006-08-19;0;1;NA;"SP";12212213.94;114;8665.54;5756;170.97;FALSE;0;0;0
792;2006-08-23;0;0;NA;NA;0;32;15844.65;1949;259.17;TRUE;887300.41;0;0
793;2006-08-26;0;0;NA;NA;0;62;10387.12;3629;176.79;TRUE;2014302.06;0;0
794;2006-08-30;0;0;NA;NA;0;15;37006.71;1730;319.66;TRUE;7393144.45;0;0
795;2006-09-02;0;0;NA;NA;0;76;11029.2;4389;190.27;TRUE;8860028.16;0;0
796;2006-09-06;0;0;NA;NA;0;80;9974.9;4883;162.81;TRUE;10256514.12;0;0
797;2006-09-09;0;0;NA;NA;0;66;12566.42;3447;23.97;TRUE;11707935.01;0;0
798;2006-09-13;0;0;NA;NA;0;48;19610.77;4104;22.85;TRUE;13355239.88;0;0
799;2006-09-16;0;0;NA;NA;0;56;19330.65;4675;230.69;TRUE;20861429.08;0;0
800;2006-09-20;0;0;NA;NA;0;44;26411.64;4497;257.44;TRUE;22895125.15;0;0
801;2006-09-23;0;0;NA;NA;0;73;19406.93;5791;243.72;TRUE;25374360.34;0;0
802;2006-09-27;0;0;NA;NA;0;117;12287.8;8216;174.32;TRUE;27890287.63;0;0
803;2006-09-30;0;0;NA;NA;0;193;8993.04;12055;143.44;TRUE;30927687.9;0;0
804;2006-10-04;0;1;NA;"SP";34172202.25;134;13835.88;9937;185.88;FALSE;0;0;0
805;2006-10-07;0;0;NA;NA;0;62;14428.43;3489;255.42;TRUE;11073179.39;0;0
806;2006-10-12;0;0;NA;NA;0;50;18518.81;3179;290.17;TRUE;12693574.74;0;0
807;2006-10-14;0;0;NA;NA;0;130;7262.48;6188;152.01;TRUE;14345789.99;0;0
808;2006-10-18;0;0;NA;NA;0;44;24446.08;3844;278.76;TRUE;16228138.27;0;0
809;2006-10-21;0;0;NA;NA;0;121;8582.38;7669;13.49;TRUE;24143857.18;0;0
810;2006-10-25;0;0;NA;NA;0;75;17505.65;6450;202.79;TRUE;26441472.82;3e+07;0
811;2006-10-28;0;2;NA;"RS,SP";14597902.39;89;17684.31;5508;284.67;FALSE;0;0;0
812;2006-11-01;0;0;NA;NA;0;57;9696.24;2116;260.21;TRUE;967199.74;0;0
813;2006-11-04;0;0;NA;NA;0;43;14647.97;3244;193.43;TRUE;2069459.59;0;0
814;2006-11-08;0;0;NA;NA;0;37;18442.44;2534;268.27;TRUE;9203290.18;0;0
815;2006-11-11;0;0;NA;NA;0;56;17528.89;3621;270.06;TRUE;10921121.58;0;0
816;2006-11-16;0;0;NA;NA;0;21;39708.11;1885;440.69;TRUE;12380394.81;0;0
817;2006-11-18;0;0;NA;NA;0;27;34364.35;2469;374.37;TRUE;14004110.17;1.6e+07;0
818;2006-11-22;0;0;NA;NA;0;58;16865.13;4935;197.47;TRUE;15715920.16;0;0
819;2006-11-25;0;0;NA;NA;0;105;11132.9;5868;198.46;TRUE;23874662.7;0;0
820;2006-11-29;0;2;NA;"SP,SP";13046320.38;82;15456.29;5102;247.47;FALSE;0;0;0
821;2006-12-02;0;0;NA;NA;0;37;17462.93;3307;194.64;TRUE;1130724.8;0;0
822;2006-12-06;0;0;NA;NA;0;31;19931.52;2585;238.13;TRUE;2212009.51;0;0
823;2006-12-09;0;0;NA;NA;0;22;35180.77;2144;359.62;TRUE;3566468.83;0;0
824;2006-12-13;0;0;NA;NA;0;53;14753.39;5002;155.73;TRUE;10044004.79;0;0
